화재발생년월일,시도,시군구,인명피해소계,사망,부상,재산피해소계,부동산,동산,장소대분류,장소중분류,장소소분류
2018-03-31 11:28,강원도,평창군,0,0,0,0,,,임야,들불,기타 들불
2018-03-31 11:29,충청남도,부여군,0,0,0,166,119,47,주거,단독주택,기타 단독주택
2018-03-31 11:33,경기도,화성시,0,0,0,158022,127992,30030,산업시설,공장시설,화학공업
2018-03-31 11:42,충청남도,홍성군,0,0,0,798,688,110,"판매,업무시설",판매시설,할인점(마트)
2018-03-31 11:48,부산광역시,영도구,0,0,0,0,,,기타,야외,공터
2018-03-31 11:49,경기도,파주시,0,0,0,495,0,495,임야,들불,논밭두렁
2018-03-31 11:54,서울특별시,서대문구,0,0,0,99376,79576,19800,"판매,업무시설",일반업무,기타 일반업무시설
2018-03-31 11:54,경기도,하남시,0,0,0,6883,3349,3534,산업시설,공장시설,제재 및 목공업
2018-03-31 11:57,경상남도,창원시 마산합포구,0,0,0,22,0,22,산업시설,동식물시설,농예용 온실
2018-03-31 12:04,인천광역시,부평구,0,0,0,820,719,101,주거,공동주택,기타 공동주택
2018-03-31 12:11,경기도,평택시,0,0,0,1282,0,1282,기타,야외,기타야외
2018-03-31 12:15,전라남도,순천시,0,0,0,0,,,기타,야외,쓰레기
2018-03-31 12:19,대전광역시,유성구,0,0,0,2090,0,2090,임야,들불,기타 들불
2018-03-31 12:25,경상북도,울진군,0,0,0,8580,0,8580,임야,산불,사유림
2018-03-31 12:37,충청북도,증평군,0,0,0,6057,660,5397,기타서비스,기타건축물,기타 건축물
2018-03-31 12:38,강원도,춘천시,0,0,0,2200,0,2200,임야,들불,논밭두렁
2018-03-31 12:48,경기도,김포시,0,0,0,742,0,742,임야,산불,공유림
2018-03-31 12:52,전라남도,화순군,0,0,0,47,0,47,임야,들불,숲
2018-03-31 12:53,경상북도,성주군,0,0,0,1675,1125,550,산업시설,창고시설,"창고, 물품저장소"
2018-03-31 12:54,경기도,안성시,0,0,0,12188,323,11865,기타,야외,쓰레기
2018-03-31 12:55,대전광역시,서구,0,0,0,3575,0,3575,"자동차,철도차량",자동차,승용자동차
2018-03-31 13:01,전라북도,군산시,0,0,0,1624,843,781,기타서비스,기타건축물,기타 건축물
2018-03-31 13:05,경상남도,창원시 성산구,0,0,0,155,155,0,주거,단독주택,단독주택
2018-03-31 13:12,경상북도,청도군,0,0,0,3953,0,3953,"자동차,철도차량",자동차,승용자동차
2018-03-31 13:13,전라북도,정읍시,0,0,0,219,71,148,기타,야외,공터
2018-03-31 13:13,서울특별시,강남구,0,0,0,8908,0,8908,"자동차,철도차량",자동차,화물자동차
2018-03-31 13:14,부산광역시,사하구,0,0,0,165,165,0,주거,단독주택,단독주택
2018-03-31 13:15,부산광역시,사하구,0,0,0,0,,,임야,들불,기타 들불
2018-03-31 13:20,충청북도,청주시청원구,0,0,0,15070,0,15070,"자동차,철도차량",자동차,승용자동차
2018-03-31 13:23,경기도,연천군,0,0,0,1452,1452,0,산업시설,창고시설,기타 창고
2018-03-31 13:26,서울특별시,금천구,0,0,0,409,0,409,"판매,업무시설",판매시설,할인점(마트)
2018-03-31 13:31,전라남도,나주시,0,0,0,5112,0,5112,임야,들불,들판
2018-03-31 13:33,경상북도,경산시,0,0,0,10312,0,10312,기타,야외,기타야외
2018-03-31 13:45,경기도,시흥시,0,0,0,4904,4689,215,주거,단독주택,단독주택
2018-03-31 13:46,충청북도,옥천군,0,0,0,515,515,0,기타서비스,기타건축물,기타 건축물
2018-03-31 13:50,경상북도,경주시,0,0,0,682,0,682,기타,야외,기타야외
2018-03-31 13:50,강원도,동해시,0,0,0,0,,,기타,야외,쓰레기
2018-03-31 13:51,충청남도,홍성군,0,0,0,0,,,임야,산불,사유림
2018-03-31 13:52,경상남도,남해군,0,0,0,0,,,임야,들불,논밭두렁
2018-03-31 13:58,충청북도,음성군,0,0,0,1621,0,1621,임야,들불,논밭두렁
2018-03-31 14:02,전라북도,완주군,0,0,0,6472,6450,22,산업시설,창고시설,"창고, 물품저장소"
2018-03-31 14:07,경기도,하남시,0,0,0,474,474,0,생활서비스,음식점,한식
2018-03-31 14:08,강원도,홍천군,0,0,0,0,,,기타,야외,공터
2018-03-31 14:09,강원도,원주시,0,0,0,228,205,23,기타,야외,볏짚
2018-03-31 14:13,경기도,안산시단원구,0,0,0,282,282,0,생활서비스,일상서비스,일반상점
2018-03-31 14:14,충청남도,공주시,0,0,0,398,82,316,생활서비스,음식점,기타 음식점
2018-03-31 14:23,경기도,포천시,0,0,0,1138,113,1025,기타서비스,기타건축물,기타 건축물
2018-03-31 14:34,부산광역시,기장군,0,0,0,1078,0,1078,임야,들불,논밭두렁
2018-03-31 14:43,경기도,남양주시,0,0,0,171,0,171,기타,야외,공터
2018-03-31 14:45,전라북도,부안군,0,0,0,729,0,729,기타,야외,공터
2018-03-31 14:47,경기도,이천시,0,0,0,1391,0,1391,기타,야외,공터
2018-03-31 14:49,부산광역시,수영구,0,0,0,0,,,"의료,복지시설",의료시설,의원
2018-03-31 14:52,충청남도,아산시,0,0,0,46,46,0,기타,야외,기타야외
2018-03-31 14:57,전라북도,김제시,0,0,0,8866,0,8866,임야,들불,논밭두렁
2018-03-31 14:57,충청남도,서산시,0,0,0,0,,,기타,야외,쓰레기
2018-03-31 14:58,대전광역시,대덕구,0,0,0,0,,,임야,산불,사유림
2018-03-31 14:59,부산광역시,강서구,0,0,0,0,,,기타,야외,쓰레기
2018-03-31 15:02,경기도,의왕시,0,0,0,73,50,23,기타,야외,쓰레기
2018-03-31 15:03,서울특별시,영등포구,0,0,0,111,0,111,산업시설,작업장,기타 작업장
2018-03-31 15:04,서울특별시,광진구,0,0,0,136,0,136,주거,단독주택,다가구주택
2018-03-31 15:07,충청남도,부여군,0,0,0,111,0,111,임야,들불,기타 들불
2018-03-31 15:08,경기도,수원시권선구,0,0,0,1584,592,992,주거,단독주택,단독주택
2018-03-31 15:14,경기도,평택시,0,0,0,137,0,137,임야,들불,과수원
2018-03-31 15:14,서울특별시,송파구,0,0,0,19,0,19,주거,단독주택,다가구주택
2018-03-31 15:16,전라북도,부안군,0,0,0,275,0,275,임야,들불,숲
2018-03-31 15:17,제주특별자치도,제주시,0,0,0,222,198,24,생활서비스,일상서비스,이미용실
2018-03-31 15:19,대구광역시,동구,0,0,0,44,0,44,"자동차,철도차량",자동차,승용자동차
2018-03-31 15:21,경기도,양주시,0,0,0,64,59,5,기타,야외,쓰레기
2018-03-31 15:28,경기도,남양주시,0,0,0,132,0,132,기타,야외,공터
2018-03-31 15:31,전라남도,장성군,0,0,0,1261,0,1261,임야,산불,사유림
2018-03-31 15:31,경기도,안성시,0,0,0,46,13,33,기타,야외,기타야외
2018-03-31 15:33,충청남도,서천군,0,0,0,0,,,임야,산불,사유림
2018-03-31 15:35,경상남도,창원시 마산회원구,0,0,0,198,129,69,집합시설,운동시설,스크린골프연습장
2018-03-31 15:36,경상남도,함양군,0,0,0,220,0,220,임야,산불,사유림
2018-03-31 15:37,경기도,동두천시,0,0,0,632,0,632,임야,들불,묘지
2018-03-31 15:37,경상북도,고령군,0,0,0,0,,,기타,야외,쓰레기
2018-03-31 15:38,충청남도,공주시,0,0,0,38,0,38,기타,야외,기타야외
2018-03-31 15:45,경기도,시흥시,0,0,0,110,0,110,임야,들불,논밭두렁
2018-03-31 15:46,제주특별자치도,서귀포시,0,0,0,264,0,264,임야,들불,과수원
2018-03-31 15:46,강원도,원주시,0,0,0,0,,,임야,들불,기타 들불
2018-03-31 15:46,전라남도,광양시,0,0,0,97,16,81,기타서비스,기타건축물,기타 건축물
2018-03-31 15:48,경기도,평택시,0,0,0,440,0,440,기타,야외,야적장
2018-03-31 15:51,경기도,평택시,0,0,0,365,0,365,기타,야외,기타야외
2018-03-31 15:51,경기도,광주시,0,0,0,462,437,25,산업시설,공장시설,그 밖의 공업
2018-03-31 15:51,충청북도,제천시,0,0,0,297,297,0,"의료,복지시설",건강시설,"목욕장(사우나, 찜질방)"
2018-03-31 16:13,부산광역시,강서구,0,0,0,0,,,기타,야외,쓰레기
2018-03-31 16:15,세종특별자치시,세종,0,0,0,11,0,11,임야,들불,과수원
2018-03-31 16:32,경상남도,양산시,0,0,0,1100,0,1100,"자동차,철도차량",자동차,화물자동차
2018-03-31 16:37,충청북도,옥천군,0,0,0,1660,910,750,기타서비스,기타건축물,기타 건축물
2018-03-31 16:46,강원도,횡성군,0,0,0,2652,477,2175,주거,기타주택,비닐하우스
2018-03-31 16:49,충청남도,공주시,1,0,1,0,,,기타,야외,쓰레기
2018-03-31 16:59,부산광역시,금정구,0,0,0,320,0,320,주거,공동주택,주상복합아파트
2018-03-31 16:59,경기도,수원시영통구,0,0,0,811,0,811,임야,산불,사유림
2018-03-31 17:00,경상북도,영주시,0,0,0,1383,1328,55,주거,단독주택,단독주택
2018-03-31 17:12,경상남도,창원시 성산구,0,0,0,4133,1518,2615,생활서비스,음식점,한식
2018-03-31 17:13,충청남도,예산군,0,0,0,0,,,임야,들불,들판
2018-03-31 17:14,경상남도,함안군,0,0,0,1150,1150,0,기타,야외,기타야외
2018-03-31 17:20,강원도,철원군,0,0,0,2640,0,2640,임야,들불,들판
2018-03-31 17:29,경상북도,경주시,0,0,0,8850,7218,1632,산업시설,공장시설,금속기계 및 기구공업
2018-03-31 17:30,세종특별자치시,세종,0,0,0,84,80,4,교육시설,"연구,학원",연구소
2018-03-31 17:31,서울특별시,송파구,0,0,0,99,0,99,기타,야외,기타야외
2018-03-31 17:48,서울특별시,용산구,0,0,0,67,0,67,주거,공동주택,아파트
2018-03-31 17:50,서울특별시,강서구,0,0,0,91,0,91,기타,야외,기타야외
2018-03-31 17:53,서울특별시,노원구,0,0,0,41,33,8,주거,공동주택,아파트
2018-03-31 17:55,전라남도,무안군,0,0,0,91,0,91,임야,들불,숲
2018-03-31 18:02,전라북도,남원시,0,0,0,128,99,29,주거,기타주택,기타 주택
2018-03-31 18:05,인천광역시,계양구,0,0,0,35,0,35,임야,들불,논밭두렁
2018-03-31 18:06,충청북도,옥천군,0,0,0,940,617,323,주거,공동주택,다세대주택
2018-03-31 18:09,부산광역시,해운대구,0,0,0,1584,0,1584,"자동차,철도차량",자동차,소형 승합차
2018-03-31 18:14,경기도,여주시,1,0,1,16500,0,16500,임야,산불,사유림
2018-03-31 18:20,경상북도,성주군,0,0,0,29997,22847,7150,산업시설,동식물시설,기타 동식물시설
2018-03-31 18:20,전라남도,담양군,0,0,0,239,0,239,기타,야외,기타야외
2018-03-31 18:25,경상남도,고성군,0,0,0,0,,,기타,야외,기타야외
2018-03-31 18:28,경기도,광주시,0,0,0,302,302,0,산업시설,공장시설,제재 및 목공업
2018-03-31 18:45,서울특별시,송파구,0,0,0,25203,13746,11457,주거,공동주택,다세대주택
2018-03-31 18:51,전라남도,영암군,0,0,0,89,0,89,임야,들불,논밭두렁
2018-03-31 18:55,경기도,포천시,0,0,0,8250,0,8250,임야,산불,국유림
2018-03-31 18:55,경상남도,진주시,0,0,0,1134,1134,0,산업시설,공장시설,금속기계 및 기구공업
2018-03-31 18:58,서울특별시,구로구,0,0,0,1105,16,1089,생활서비스,일상서비스,기타 일상서비스
2018-03-31 19:11,광주광역시,남구,0,0,0,275,0,275,임야,들불,들판
2018-03-31 19:11,강원도,삼척시,0,0,0,0,,,기타,야외,기타야외
2018-03-31 19:22,경기도,시흥시,0,0,0,9900,0,9900,"자동차,철도차량",자동차,승용자동차
2018-03-31 19:26,서울특별시,마포구,0,0,0,3620,2130,1490,생활서비스,음식점,분식
2018-03-31 19:35,전라북도,부안군,0,0,0,55,0,55,기타,야외,기타야외
2018-03-31 19:39,서울특별시,관악구,0,0,0,329,64,265,생활서비스,일상서비스,기타 일상서비스
2018-03-31 19:47,경상남도,창원시 성산구,0,0,0,48,0,48,"판매,업무시설",숙박시설,기타 숙박시설
2018-03-31 19:53,경기도,여주시,0,0,0,1574,15,1559,산업시설,동식물시설,목장
2018-03-31 19:54,서울특별시,성동구,0,0,0,11,0,11,주거,단독주택,다가구주택
2018-03-31 19:55,경상남도,하동군,0,0,0,368,356,12,주거,단독주택,단독주택
2018-03-31 20:13,광주광역시,서구,0,0,0,5321,4670,651,산업시설,공장시설,금속기계 및 기구공업
2018-03-31 20:45,경상남도,거제시,0,0,0,331,0,331,기타,야외,기타야외
2018-03-31 21:13,경상남도,사천시,0,0,0,0,,,기타,야외,기타야외
2018-03-31 21:21,경상북도,울진군,0,0,0,1887,460,1427,기타서비스,기타건축물,기타 건축물
2018-03-31 21:48,강원도,양양군,0,0,0,297,297,0,기타,야외,기타야외
2018-03-31 21:48,전라남도,장흥군,0,0,0,8188,1991,6197,산업시설,창고시설,기타 창고
2018-03-31 22:26,충청북도,청주시흥덕구,0,0,0,653,0,653,임야,산불,사유림
2018-03-31 22:36,경기도,성남시수정구,0,0,0,198227,16597,181630,주거,기타주택,비닐하우스
2018-03-31 22:36,경상남도,김해시,0,0,0,19524,12027,7497,주거,공동주택,다세대주택
2018-03-31 22:53,경상남도,하동군,0,0,0,1485,0,1485,"자동차,철도차량",자동차,승용자동차
2018-03-31 22:58,울산광역시,울주군,0,0,0,1296,366,930,기타,야외,야적장
2018-03-31 23:01,전라북도,전주시완산구,0,0,0,101,29,72,생활서비스,음식점,횟집
2018-03-31 23:02,전라북도,고창군,0,0,0,80,0,80,생활서비스,음식점,호프집
2018-03-31 23:10,대구광역시,서구,0,0,0,1870,1540,330,주거,공동주택,다세대주택
2018-03-31 23:37,울산광역시,중구,0,0,0,2510,750,1760,"판매,업무시설",일반업무,기타 일반업무시설
2018-04-01 00:04,서울특별시,강서구,0,0,0,445,0,445,주거,공동주택,아파트
2018-04-01 00:06,전라남도,광양시,0,0,0,0,,,임야,들불,논밭두렁
2018-04-01 00:30,인천광역시,남동구,0,0,0,7585,4970,2615,운수자동차시설,자동차시설,"세차장, 폐차장"
2018-04-01 00:41,경상남도,고성군,0,0,0,4733,3065,1668,산업시설,창고시설,"창고, 물품저장소"
2018-04-01 00:50,경상남도,김해시,0,0,0,10650,8928,1722,산업시설,공장시설,제재 및 목공업
2018-04-01 01:01,서울특별시,중랑구,0,0,0,237,0,237,기타,야외,기타야외
2018-04-01 01:09,대구광역시,동구,0,0,0,0,,,임야,들불,기타 들불
2018-04-01 01:14,강원도,속초시,0,0,0,41260,27902,13358,주거,단독주택,단독주택
2018-04-01 01:20,제주특별자치도,제주시,0,0,0,802,797,5,주거,공동주택,다세대주택
2018-04-01 01:20,부산광역시,기장군,0,0,0,5014,1122,3892,산업시설,공장시설,화학공업
2018-04-01 01:22,경상남도,통영시,0,0,0,865,0,865,운수자동차시설,"역사,터미널","기타 역사,터미널"
2018-04-01 01:24,울산광역시,북구,0,0,0,33000,0,33000,"자동차,철도차량",자동차,승용자동차
2018-04-01 01:35,대구광역시,북구,0,0,0,188,0,188,산업시설,공장시설,금속기계 및 기구공업
2018-04-01 01:57,서울특별시,강서구,0,0,0,278,36,242,생활서비스,음식점,기타 음식점
2018-04-01 02:18,대전광역시,유성구,0,0,0,0,,,기타,야외,쓰레기
2018-04-01 02:59,충청남도,천안시서북구,0,0,0,81,0,81,기타,야외,쓰레기
2018-04-01 03:02,경기도,평택시,0,0,0,497,467,30,주거,단독주택,단독주택
2018-04-01 03:22,전라남도,순천시,0,0,0,1552,1552,0,주거,단독주택,단독주택
2018-04-01 03:32,경기도,안산시상록구,0,0,0,1864,0,1864,기타,야외,공터
2018-04-01 03:51,경상북도,성주군,0,0,0,520,0,520,기타,야외,공터
2018-04-01 04:10,서울특별시,금천구,0,0,0,353,324,29,"판매,업무시설",일반업무,오피스텔
2018-04-01 04:10,전라남도,신안군,0,0,0,2207,7,2200,"자동차,철도차량",자동차,승용자동차
2018-04-01 04:38,서울특별시,중구,0,0,0,440,0,440,기타,도로,기타도로
2018-04-01 04:41,경상북도,구미시,0,0,0,1382,0,1382,주거,공동주택,아파트
2018-04-01 05:29,경기도,성남시수정구,0,0,0,63787,17090,46697,생활서비스,일상서비스,일반상점
2018-04-01 05:45,경상남도,창녕군,0,0,0,55,0,55,기타,야외,기타야외
2018-04-01 05:56,경기도,화성시,0,0,0,2747,2747,0,산업시설,창고시설,기타 창고
2018-04-01 06:10,전라남도,고흥군,0,0,0,3356,586,2770,산업시설,동식물시설,기타 동식물시설
2018-04-01 06:34,충청북도,보은군,0,0,0,2636,0,2636,기타,야외,기타야외
2018-04-01 06:43,서울특별시,마포구,0,0,0,100,0,100,생활서비스,음식점,"치킨,족발"
2018-04-01 06:49,대구광역시,동구,1,0,1,839,794,45,주거,공동주택,아파트
2018-04-01 06:57,경상남도,거제시,0,0,0,176,0,176,기타,야외,기타야외
2018-04-01 07:02,경기도,의정부시,0,0,0,151,0,151,기타,야외,쓰레기
2018-04-01 07:10,서울특별시,관악구,0,0,0,528,0,528,주거,공동주택,연립주택
2018-04-01 07:14,경기도,부천시,0,0,0,14652,0,14652,산업시설,공장시설,그 밖의 공업
2018-04-01 07:42,경기도,평택시,0,0,0,8537,349,8188,생활서비스,음식점,한식
2018-04-01 07:45,울산광역시,동구,0,0,0,30,0,30,주거,공동주택,기타 공동주택
2018-04-01 07:52,경상북도,성주군,0,0,0,16456,12936,3520,주거,단독주택,단독주택
2018-04-01 07:56,부산광역시,연제구,0,0,0,1470,1025,445,생활서비스,위락시설,유흥주점
2018-04-01 08:31,대구광역시,달성군,0,0,0,93,82,11,주거,단독주택,단독주택
2018-04-01 08:33,전라북도,전주시덕진구,0,0,0,15180,0,15180,"자동차,철도차량",자동차,승용자동차
2018-04-01 08:37,울산광역시,울주군,0,0,0,865,0,865,"자동차,철도차량",자동차,화물자동차
2018-04-01 08:46,경기도,광명시,0,0,0,4129,2735,1394,"판매,업무시설",공공기관,국가 및 지방자치단체 청사
2018-04-01 09:15,경상남도,창원시 마산회원구,0,0,0,384,184,200,주거,단독주택,다가구주택
2018-04-01 09:22,경기도,김포시,0,0,0,13733,5767,7966,산업시설,공장시설,그 밖의 공업
2018-04-01 09:24,경기도,가평군,0,0,0,13330,12097,1233,"판매,업무시설",숙박시설,펜션
2018-04-01 09:26,인천광역시,남동구,0,0,0,281,0,281,주거,공동주택,다세대주택
2018-04-01 09:36,경기도,안산시단원구,0,0,0,8857,1867,6990,산업시설,공장시설,식료품공업
2018-04-01 09:46,충청남도,당진시,0,0,0,4765,3898,867,주거,단독주택,단독주택
2018-04-01 10:15,전라북도,무주군,0,0,0,458,438,20,기타,야외,기타야외
2018-04-01 10:19,전라북도,군산시,0,0,0,242,216,26,기타,야외,쓰레기
2018-04-01 10:26,경상남도,함안군,0,0,0,3,0,3,기타,야외,쓰레기
2018-04-01 10:33,강원도,춘천시,0,0,0,5351,0,5351,산업시설,창고시설,"냉장, 냉동창고"
2018-04-01 10:36,경기도,이천시,0,0,0,198,0,198,임야,산불,사유림
2018-04-01 10:36,경상남도,김해시,0,0,0,0,,,임야,들불,기타 들불
2018-04-01 10:48,경기도,평택시,0,0,0,2986,0,2986,"자동차,철도차량",자동차,화물자동차
2018-04-01 10:56,경상북도,고령군,0,0,0,835,833,2,주거,단독주택,단독주택
2018-04-01 10:57,경상북도,안동시,0,0,0,200,0,200,임야,산불,사유림
2018-04-01 11:00,서울특별시,강남구,0,0,0,84,0,84,생활서비스,음식점,양식
2018-04-01 11:02,경상남도,함안군,0,0,0,49,0,49,임야,들불,묘지
2018-04-01 11:21,대구광역시,달서구,0,0,0,1214,0,1214,"자동차,철도차량",자동차,소형 승합차
2018-04-01 11:31,강원도,원주시,0,0,0,666,364,302,주거,단독주택,단독주택
2018-04-01 11:31,전라남도,강진군,0,0,0,1243,0,1243,기타,도로,가로등
2018-04-01 11:35,광주광역시,광산구,0,0,0,66,0,66,기타,야외,공터
2018-04-01 11:56,경기도,김포시,0,0,0,33,0,33,기타,야외,쓰레기
2018-04-01 12:01,경기도,양평군,0,0,0,69320,26,69294,임야,들불,들판
2018-04-01 12:12,서울특별시,양천구,0,0,0,437,77,360,주거,공동주택,다세대주택
2018-04-01 12:14,대구광역시,달성군,0,0,0,0,,,임야,들불,논밭두렁
2018-04-01 12:15,경기도,여주시,0,0,0,2090,0,2090,임야,산불,사유림
2018-04-01 12:15,경기도,양평군,0,0,0,0,,,임야,산불,사유림
2018-04-01 12:28,서울특별시,송파구,0,0,0,103,0,103,주거,공동주택,다세대주택
2018-04-01 12:33,인천광역시,강화군,0,0,0,3849,3076,773,"판매,업무시설",일반업무,기타 일반업무시설
2018-04-01 12:34,경기도,남양주시,0,0,0,7358,5658,1700,기타,야외,기타야외
2018-04-01 12:34,경기도,파주시,0,0,0,200,0,200,임야,산불,사유림
2018-04-01 12:37,대구광역시,달성군,0,0,0,61,0,61,기타,야외,기타야외
2018-04-01 12:48,광주광역시,북구,0,0,0,105,0,105,기타,야외,쓰레기
2018-04-01 12:48,부산광역시,중구,0,0,0,0,,,"판매,업무시설",판매시설,시장
2018-04-01 12:54,경상남도,창원시 성산구,0,0,0,336,213,123,주거,단독주택,다중주택
2018-04-01 13:03,강원도,철원군,0,0,0,0,,,임야,산불,국유림
2018-04-01 13:12,서울특별시,영등포구,0,0,0,8875,7045,1830,산업시설,작업장,철공소
2018-04-01 13:14,충청남도,논산시,0,0,0,330,0,330,임야,산불,공유림
2018-04-01 13:29,경상북도,청도군,0,0,0,0,,,임야,들불,과수원
2018-04-01 13:29,충청남도,보령시,0,0,0,32414,32414,0,산업시설,공장시설,화학공업
2018-04-01 13:44,서울특별시,성동구,0,0,0,11,0,11,주거,공동주택,다세대주택
2018-04-01 13:45,경기도,안성시,0,0,0,15840,0,15840,"자동차,철도차량",건설기계,기타 건설기계
2018-04-01 13:46,강원도,원주시,0,0,0,1349,0,1349,기타,야외,기타야외
2018-04-01 13:57,경기도,고양시일산서구,0,0,0,1646,1628,18,생활서비스,일상서비스,일반상점
2018-04-01 14:00,대구광역시,달성군,0,0,0,124,0,124,"자동차,철도차량",건설기계,기타 건설기계
2018-04-01 14:03,부산광역시,금정구,0,0,0,88,0,88,주거,공동주택,아파트
2018-04-01 14:08,경기도,김포시,0,0,0,3,0,3,기타,야외,기타야외
2018-04-01 14:10,경기도,파주시,0,0,0,6306,5723,583,생활서비스,일상서비스,편의점
2018-04-01 14:16,서울특별시,중랑구,0,0,0,11,0,11,"의료,복지시설",건강시설,"목욕장(사우나, 찜질방)"
2018-04-01 14:18,충청북도,음성군,0,0,0,5500,0,5500,기타,야외,쓰레기
2018-04-01 14:25,경기도,양주시,0,0,0,825,0,825,"자동차,철도차량",자동차,승용자동차
2018-04-01 14:47,전라북도,전주시완산구,0,0,0,30,0,30,"판매,업무시설",일반업무,일반빌딩
2018-04-01 14:50,경상북도,영천시,0,0,0,3630,0,3630,임야,들불,논밭두렁
2018-04-01 14:53,경상남도,하동군,0,0,0,6012,0,6012,"자동차,철도차량",자동차,승용자동차
2018-04-01 14:58,경상남도,양산시,0,0,0,391,391,0,산업시설,동식물시설,돈사
2018-04-01 14:58,전라북도,무주군,0,0,0,2428,2103,325,"판매,업무시설",숙박시설,기타 숙박시설
2018-04-01 14:59,경기도,안산시단원구,0,0,0,609,0,609,생활서비스,음식점,중식
2018-04-01 15:07,서울특별시,용산구,0,0,0,220,0,220,생활서비스,음식점,"치킨,족발"
2018-04-01 15:12,부산광역시,북구,0,0,0,0,,,기타,야외,기타야외
2018-04-01 15:14,세종특별자치시,세종,0,0,0,572,0,572,임야,들불,논밭두렁
2018-04-01 15:18,경기도,가평군,0,0,0,779,553,226,산업시설,창고시설,기타 창고
2018-04-01 15:21,제주특별자치도,제주시,0,0,0,0,,,임야,들불,과수원
2018-04-01 15:32,경상북도,구미시,0,0,0,289,124,165,생활서비스,음식점,기타 음식점
2018-04-01 15:32,강원도,춘천시,0,0,0,11,0,11,임야,들불,과수원
2018-04-01 15:43,충청남도,당진시,0,0,0,2410,2410,0,기타서비스,기타건축물,기타 건축물
2018-04-01 15:47,서울특별시,구로구,0,0,0,3480,2808,672,주거,공동주택,다세대주택
2018-04-01 15:48,전라북도,군산시,0,0,0,68,0,68,기타,야외,공터
2018-04-01 16:14,대구광역시,수성구,0,0,0,330,0,330,주거,공동주택,주상복합아파트
2018-04-01 16:19,경기도,화성시,0,0,0,121,114,7,주거,단독주택,단독주택
2018-04-01 16:20,경상남도,창녕군,0,0,0,19695,13548,6147,"판매,업무시설",판매시설,기타 판매시설
2018-04-01 16:27,경상북도,성주군,0,0,0,389,48,341,산업시설,공장시설,그 밖의 공업
2018-04-01 16:29,경상남도,양산시,0,0,0,99,99,0,"판매,업무시설",판매시설,상가빌딩
2018-04-01 16:54,경기도,수원시팔달구,0,0,0,2477,431,2046,생활서비스,음식점,중식
2018-04-01 16:56,경상북도,군위군,0,0,0,587,0,587,임야,산불,사유림
2018-04-01 17:02,인천광역시,서구,0,0,0,2084,1296,788,기타서비스,기타건축물,기타 건축물
2018-04-01 17:09,전라남도,영광군,0,0,0,594,0,594,임야,들불,묘지
2018-04-01 17:32,경기도,과천시,0,0,0,0,,,기타,야외,기타야외
2018-04-01 17:38,경상남도,사천시,0,0,0,328,165,163,기타,야외,기타야외
2018-04-01 17:54,경상북도,영주시,0,0,0,28710,0,28710,"자동차,철도차량",건설기계,굴삭기
2018-04-01 17:55,경상남도,함안군,0,0,0,0,,,기타,야외,쓰레기
2018-04-01 18:01,충청남도,아산시,0,0,0,242,0,242,기타,야외,기타야외
2018-04-01 18:02,부산광역시,해운대구,0,0,0,33,0,33,주거,공동주택,아파트
2018-04-01 18:05,경기도,시흥시,0,0,0,367,367,0,주거,공동주택,아파트
2018-04-01 18:18,서울특별시,노원구,0,0,0,1,0,1,기타,야외,기타야외
2018-04-01 18:24,강원도,속초시,0,0,0,0,,,기타,야외,기타야외
2018-04-01 18:26,경기도,안성시,0,0,0,140,0,140,기타,야외,야적장
2018-04-01 18:40,충청남도,논산시,0,0,0,220,0,220,"자동차,철도차량",자동차,승용자동차
2018-04-01 18:44,경기도,남양주시,0,0,0,873,147,726,산업시설,창고시설,"창고, 물품저장소"
2018-04-01 18:47,전라남도,영암군,0,0,0,0,,,임야,들불,논밭두렁
2018-04-01 18:54,경기도,평택시,0,0,0,3111,1831,1280,주거,단독주택,단독주택
2018-04-01 19:04,대전광역시,동구,0,0,0,166,166,0,주거,단독주택,다가구주택
2018-04-01 19:12,강원도,영월군,0,0,0,0,,,임야,들불,논밭두렁
2018-04-01 19:14,부산광역시,금정구,0,0,0,44,0,44,기타,야외,기타야외
2018-04-01 19:21,대전광역시,서구,0,0,0,0,,,기타,야외,공터
2018-04-01 19:29,경기도,부천시,0,0,0,75,0,75,기타,야외,기타야외
2018-04-01 19:35,부산광역시,사상구,0,0,0,2140,729,1411,주거,공동주택,아파트
2018-04-01 19:43,서울특별시,강북구,0,0,0,24,0,24,주거,단독주택,다중주택
2018-04-01 19:48,경상남도,함안군,0,0,0,8,0,8,기타,야외,기타야외
2018-04-01 20:33,전라남도,장성군,0,0,0,14271,12874,1397,주거,단독주택,단독주택
2018-04-01 20:44,경기도,양주시,0,0,0,90014,30331,59683,"판매,업무시설",판매시설,기타 판매시설
2018-04-01 20:44,서울특별시,영등포구,0,0,0,56,0,56,생활서비스,음식점,한식
2018-04-01 21:04,경상남도,창원시 의창구,0,0,0,312407,13543,298864,기타서비스,기타건축물,기타 건축물
2018-04-01 21:24,충청남도,부여군,0,0,0,7485,5599,1886,산업시설,동식물시설,우사
2018-04-01 21:24,경기도,광주시,0,0,0,11262,9733,1529,산업시설,공장시설,제재 및 목공업
2018-04-01 21:27,경상남도,사천시,0,0,0,4599,1897,2702,산업시설,동식물시설,기타 동식물시설
2018-04-01 21:48,경기도,평택시,0,0,0,25806,0,25806,"자동차,철도차량",건설기계,굴삭기
