화재발생년월일,시도,시군구,화재유형,발화열원대분류,발화열원소분류,발화요인대분류,발화요인소분류,최초착화물대분류,최초착화물소분류,인명피해(명)소계,사망,부상,재산피해소계,장소대분류,장소중분류,장소소분류
2020-01-15 08:27,경상북도,청도군,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",기타,기타,0,0,0,1674,주거,공동주택,아파트
2020-01-15 08:34,경기도,가평군,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"오일,연료누설","자동차,철도차량,선박,항공기",오일류,0,0,0,1300,"자동차,철도차량",자동차,화물자동차
2020-01-15 08:35,대구광역시,남구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","종이,목재,건초등","목재, 합판",0,0,0,167,"의료,복지시설",의료시설,의원
2020-01-15 08:40,서울특별시,송파구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,104,주거,단독주택,기타 단독주택
2020-01-15 08:42,인천광역시,미추홀구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,716,기타서비스,기타건축물,기타 건축물
2020-01-15 08:56,경기도,평택시,기타(쓰레기 화재등),"불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",종이,0,0,0,3630,기타,야외,야적장
2020-01-15 09:09,서울특별시,노원구,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,205,"자동차,철도차량",자동차,오토바이
2020-01-15 09:11,경기도,용인시처인구,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",합성수지,발포폴리스티렌,0,0,0,653,집합시설,종교시설,교회
2020-01-15 09:58,인천광역시,중구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,기타,기타,0,0,0,4274,주거,공동주택,아파트
2020-01-15 10:15,전라남도,여수시,임야,"불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마","종이,목재,건초등","풀, 나뭇잎",0,0,0,52,임야,들불,기타 들불
2020-01-15 10:26,제주특별자치도,서귀포시,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,277,"자동차,철도차량",농업기계,기타 농업기계
2020-01-15 10:43,경기도,의정부시,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,487,"판매,업무시설",일반업무,오피스텔
2020-01-15 10:49,대구광역시,중구,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마","침구,직물류",부직포,0,0,0,1014,"판매,업무시설",판매시설,상가빌딩
2020-01-15 11:22,서울특별시,서초구,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치",기타,기타,0,0,0,60,생활서비스,음식점,기타 음식점
2020-01-15 11:38,강원도,홍천군,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,0,0,0,35200,"자동차,철도차량",건설기계,굴삭기
2020-01-15 11:50,경기도,용인시수지구,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",부주의,"용접, 절단, 연마",합성수지,발포폴리스티렌,0,0,0,3993,주거,단독주택,단독주택
2020-01-15 12:07,경기도,오산시,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",합성수지,발포폴리스티렌,0,0,0,529,집합시설,종교시설,교회
2020-01-15 12:11,서울특별시,서초구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,207,생활서비스,음식점,분식
2020-01-15 12:19,충청남도,홍성군,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"자동차,철도차량,선박,항공기",전기배선,0,0,0,10616,"자동차,철도차량",자동차,화물자동차
2020-01-15 12:21,서울특별시,송파구,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,6024,주거,단독주택,다가구주택
2020-01-15 12:25,경상남도,사천시,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,7782,집합시설,종교시설,사찰
2020-01-15 12:35,서울특별시,광진구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,358,기타,야외,쓰레기
2020-01-15 12:39,인천광역시,미추홀구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,기타 쓰레기,0,0,0,246,산업시설,공장시설,그 밖의 공업
2020-01-15 12:46,전라북도,전주시덕진구,기타(쓰레기 화재등),"불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치","종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,108,기타,야외,기타야외
2020-01-15 12:59,전라남도,보성군,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",0,0,0,510,주거,기타주택,기타 주택
2020-01-15 13:04,경상남도,합천군,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,가연물 근접방치,"종이,목재,건초등","목재, 합판",0,0,0,19,주거,단독주택,단독주택
2020-01-15 13:17,인천광역시,부평구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,131779,"판매,업무시설",일반업무,일반빌딩
2020-01-15 13:19,강원도,양구군,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",부품,0,0,0,2750,"자동차,철도차량",자동차,화물자동차
2020-01-15 13:26,강원도,원주시,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,4125,"자동차,철도차량",자동차,승용자동차
2020-01-15 13:30,강원도,원주시,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"오일,연료누설","자동차,철도차량,선박,항공기",오일류,0,0,0,4950,"자동차,철도차량",자동차,승용자동차
2020-01-15 13:36,경상남도,창원시 진해구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,0,0,0,3131,주거,단독주택,단독주택
2020-01-15 13:38,인천광역시,남동구,"자동차,철도차량",작동기기,"불꽃, 스파크, 정전기",기계적 요인,기타(기계적요인),"자동차,철도차량,선박,항공기",오일류,0,0,0,2695,"자동차,철도차량",자동차,버스
2020-01-15 13:46,강원도,양양군,임야,"불꽃, 불티",굴뚝(연통) 아궁이,기계적 요인,기타(기계적요인),"종이,목재,건초등","풀, 나뭇잎",0,0,0,0,임야,산불,국유림
2020-01-15 13:57,충청남도,당진시,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",기계적 요인,"과열, 과부하",쓰레기류,분진,0,0,0,1907,산업시설,동식물시설,돈사
2020-01-15 14:00,경기도,남양주시,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,71814,"판매,업무시설",판매시설,상가빌딩
2020-01-15 14:05,부산광역시,기장군,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",잔디,0,0,0,0,기타,야외,공터
2020-01-15 14:18,경기도,화성시,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,19262,산업시설,공장시설,금속기계 및 기구공업
2020-01-15 14:26,경기도,용인시처인구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,0,0,0,52369,주거,단독주택,단독주택
2020-01-15 14:28,인천광역시,부평구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,기타,기타,0,0,0,254,"판매,업무시설",숙박시설,호텔
2020-01-15 14:46,충청북도,청주시흥덕구,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,36003,생활서비스,일상서비스,기타 일상서비스
2020-01-15 14:47,서울특별시,노원구,기타(쓰레기 화재등),"마찰, 전도, 복사","화염 전도,복사열",부주의,가연물 근접방치,가연성가스,부탄가스,0,0,0,11,기타,야외,기타야외
2020-01-15 14:52,경기도,평택시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전자기기 부속품,0,0,0,15639,산업시설,동식물시설,계사
2020-01-15 14:55,경상남도,창원시 진해구,기타(쓰레기 화재등),"불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",합성수지,발포폴리스티렌,0,0,0,50,기타,야외,기타야외
2020-01-15 15:00,세종특별자치시,세종,임야,"불꽃, 불티",비화,부주의,기타(부주의),"종이,목재,건초등",건초,0,0,0,44,임야,들불,논밭두렁
2020-01-15 15:20,서울특별시,금천구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,합성수지,발포폴리스티렌,0,0,0,90,기타,도로,기타도로
2020-01-15 15:27,경상북도,경주시,임야,미상,미상,부주의,"논,임야태우기","종이,목재,건초등","풀, 나뭇잎",0,0,0,0,임야,들불,논밭두렁
2020-01-15 15:42,경상북도,군위군,"자동차,철도차량",작동기기,기타(작동기기),부주의,기타(부주의),합성수지,기타(합성수지),0,0,0,1485,"자동차,철도차량",자동차,화물자동차
2020-01-15 15:44,전라남도,영광군,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,202,주거,단독주택,단독주택
2020-01-15 15:45,경상북도,구미시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,0,0,0,532,주거,단독주택,기타 단독주택
2020-01-15 15:48,경기도,성남시수정구,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,기타(부주의),합성수지,발포폴리스티렌,0,0,0,1979,주거,단독주택,다가구주택
2020-01-15 16:04,경상북도,김천시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,1285,산업시설,동식물시설,농예용 온실
2020-01-15 16:19,경기도,부천시,"자동차,철도차량",작동기기,기타(작동기기),기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기","기타(자동차,철도차량,선박,항공기)",0,0,0,8052,"자동차,철도차량",자동차,승용자동차
2020-01-15 16:21,강원도,원주시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,0,0,0,139571,주거,단독주택,단독주택
2020-01-15 16:27,경상북도,상주시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,기타,기타,0,0,0,9061,산업시설,창고시설,기타 창고
2020-01-15 16:51,충청남도,서산시,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,7868,산업시설,창고시설,기타 창고
2020-01-15 16:59,울산광역시,울주군,"자동차,철도차량",미상,미상,교통사고,교통사고,"자동차,철도차량,선박,항공기",부품,0,0,0,16720,"자동차,철도차량",자동차,승용자동차
2020-01-15 16:59,전라북도,익산시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자","전기, 전자기기 케이스",0,0,0,9631,주거,단독주택,단독주택
2020-01-15 17:09,서울특별시,강남구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자",전선피복,0,0,0,1667,주거,단독주택,다가구주택
2020-01-15 17:10,부산광역시,북구,임야,"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,0,임야,산불,공유림
2020-01-15 17:28,서울특별시,서대문구,"건축,구조물",미상,미상,미상,미상,미상,미상,1,1,0,17261,주거,단독주택,단독주택
2020-01-15 17:31,부산광역시,수영구,"건축,구조물",작동기기,기타(작동기기),전기적 요인,과부하/과전류,"전기,전자",전선피복,0,0,0,49,주거,공동주택,아파트
2020-01-15 17:37,부산광역시,서구,"자동차,철도차량",미상,미상,미상,미상,미상,미상,0,0,0,1980,"자동차,철도차량",자동차,승용자동차
2020-01-15 17:48,경기도,포천시,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치",기타,기타,0,0,0,489,주거,단독주택,단독주택
2020-01-15 17:49,경기도,의왕시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전선피복,0,0,0,5799,산업시설,창고시설,"창고, 물품저장소"
2020-01-15 18:21,경상남도,김해시,기타(쓰레기 화재등),미상,미상,미상,미상,미상,미상,0,0,0,60,기타,야외,기타야외
2020-01-15 18:24,서울특별시,은평구,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",전기적 요인,과부하/과전류,"전기,전자","콘센트, 스위치류",0,0,0,437,생활서비스,음식점,일식
2020-01-15 18:26,경기도,남양주시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,음식물,1,0,1,6890,주거,공동주택,아파트
2020-01-15 18:28,서울특별시,성동구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",건초,0,0,0,50,기타,야외,공터
2020-01-15 18:34,광주광역시,북구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,가연물 근접방치,"종이,목재,건초등",종이,0,0,0,8028,주거,공동주택,아파트
2020-01-15 19:02,경상북도,김천시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,8378,산업시설,동식물시설,우사
2020-01-15 19:15,서울특별시,종로구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,36,집합시설,관람장,공원
2020-01-15 19:41,경기도,용인시처인구,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,기타(부주의),"종이,목재,건초등","목재, 합판",0,0,0,1397,산업시설,공장시설,식료품공업
2020-01-15 19:48,경기도,성남시분당구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,음식물,0,0,0,35,주거,공동주택,아파트
2020-01-15 19:51,경기도,여주시,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치","종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,5986,주거,단독주택,단독주택
2020-01-15 20:06,경기도,파주시,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,292,기타,야외,기타야외
2020-01-15 20:06,전라북도,진안군,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,9729,산업시설,창고시설,기타 창고
2020-01-15 21:02,서울특별시,성동구,"건축,구조물","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,"과열, 과부하",위험물등,시너,0,0,0,387,산업시설,작업장,기타 작업장
2020-01-15 21:07,부산광역시,연제구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,음식물,0,0,0,0,주거,공동주택,다세대주택
2020-01-15 21:10,경상남도,진주시,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,11,기타,야외,쓰레기
2020-01-15 21:17,울산광역시,울주군,"건축,구조물",화학적 발화열,화학반응열,화학적 요인,금수성물질의 물과 접촉,기타,기타,0,0,0,163280,산업시설,공장시설,금속기계 및 기구공업
2020-01-15 21:18,대전광역시,유성구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,음식물,0,0,0,19,주거,공동주택,다세대주택
2020-01-15 21:34,전라남도,목포시,"선박,항공기",미상,미상,미상,미상,미상,미상,0,0,0,13530,"선박,항공기",선박,어선
2020-01-15 22:05,서울특별시,용산구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,1668,"판매,업무시설",판매시설,상가빌딩
2020-01-15 22:17,서울특별시,송파구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,기타(부주의),식품,기타(식품),0,0,0,265,"판매,업무시설",일반업무,오피스텔
2020-01-15 22:25,경기도,화성시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전선피복,0,0,0,10795,주거,기타주택,컨테이너(주거용)
2020-01-15 22:36,부산광역시,수영구,기타(쓰레기 화재등),"폭발물, 폭죽",폭죽,부주의,폭죽놀이,"종이,목재,건초등",나무,0,0,0,50,기타,야외,쓰레기
2020-01-15 22:50,제주특별자치도,서귀포시,"자동차,철도차량","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,1386,"자동차,철도차량",자동차,화물자동차
2020-01-15 22:58,부산광역시,금정구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,110,기타,야외,쓰레기
2020-01-15 23:03,부산광역시,부산진구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,음식물,0,0,0,0,주거,공동주택,다세대주택
2020-01-15 23:28,충청북도,제천시,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,기타(부주의),"종이,목재,건초등","목재, 합판",0,0,0,489,생활서비스,음식점,한식
2020-01-16 00:07,경기도,용인시처인구,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마","종이,목재,건초등","목재, 합판",0,0,0,9954,기타서비스,기타건축물,기타 건축물
2020-01-16 00:25,경기도,부천시,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전선피복,0,0,0,566,기타,야외,쓰레기
2020-01-16 00:27,경기도,안산시단원구,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",부주의,음식물 조리중,"종이,목재,건초등","풀, 나뭇잎",0,0,0,51,기타서비스,기타건축물,공중화장실
2020-01-16 00:57,경기도,광주시,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,0,0,0,107,주거,단독주택,다가구주택
2020-01-16 01:37,경상북도,예천군,기타(쓰레기 화재등),"마찰, 전도, 복사","기타(마찰,전도,복사)",부주의,가연물 근접방치,기타,기타,0,0,0,47,기타,야외,기타야외
2020-01-16 01:40,경기도,여주시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전선피복,0,0,0,167,산업시설,공장시설,그 밖의 공업
2020-01-16 02:22,전라남도,신안군,임야,"담뱃불, 라이터불","라이터불, 성냥불",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,55,임야,들불,들판
2020-01-16 02:22,대구광역시,북구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,0,기타,야외,쓰레기
2020-01-16 03:07,대전광역시,대덕구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,5608,산업시설,작업장,"고철처리소, 고물상"
2020-01-16 03:12,부산광역시,사하구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,가연물 근접방치,합성수지,합성고무(타이어),0,0,0,842,주거,단독주택,단독주택
2020-01-16 03:22,인천광역시,강화군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,14095,산업시설,동식물시설,기타 동식물시설
2020-01-16 03:25,부산광역시,해운대구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,0,기타,야외,기타야외
2020-01-16 04:00,경기도,포천시,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치",기타,기타,0,0,0,4840,산업시설,공장시설,금속기계 및 기구공업
2020-01-16 04:17,전라남도,순천시,임야,"담뱃불, 라이터불","라이터불, 성냥불",방화의심,방화의심,"종이,목재,건초등","풀, 나뭇잎",0,0,0,0,임야,들불,숲
2020-01-16 04:32,경기도,성남시수정구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,132,기타,야외,쓰레기
2020-01-16 04:49,충청남도,천안시서북구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,71,주거,공동주택,기타 공동주택
2020-01-16 04:52,경기도,평택시,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","목재, 합판",0,0,0,987,산업시설,동식물시설,계사
2020-01-16 05:07,경상북도,구미시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,0,0,0,3060,"판매,업무시설",판매시설,상가빌딩
2020-01-16 06:01,경상북도,구미시,기타(쓰레기 화재등),작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하",위험물등,기타 제4류 위험물,1,0,1,10010,기타,야외,기타야외
2020-01-16 06:15,경기도,화성시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자","콘센트, 스위치류",0,0,0,126,산업시설,작업장,기타 작업장
2020-01-16 06:18,경기도,광주시,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,550,기타,야외,쓰레기
2020-01-16 07:28,경상남도,진주시,"자동차,철도차량",작동기기,전기적 아크(단락),기계적 요인,노후,"자동차,철도차량,선박,항공기","기타(자동차,철도차량,선박,항공기)",0,0,0,2200,"자동차,철도차량",자동차,화물자동차
2020-01-16 08:13,부산광역시,중구,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,0,0,0,216,주거,공동주택,주상복합아파트
2020-01-16 08:15,충청남도,금산군,"자동차,철도차량",미상,미상,미상,미상,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,12760,"자동차,철도차량",자동차,화물자동차
2020-01-16 08:16,경기도,수원시장안구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자",전선피복,0,0,0,159,주거,공동주택,아파트
2020-01-16 08:23,경상북도,칠곡군,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,기타(부주의),미상,미상,0,0,0,5179,주거,단독주택,단독주택
2020-01-16 08:24,경기도,수원시장안구,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,튀김유,0,0,0,69378,주거,공동주택,연립주택
2020-01-16 08:27,부산광역시,강서구,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",부주의,"논,임야태우기",기타,기타,0,0,0,0,기타,야외,쓰레기
2020-01-16 08:29,경기도,가평군,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,가연물 근접방치,"침구,직물류",의류,1,0,1,86,주거,공동주택,다세대주택
2020-01-16 08:43,전라남도,광양시,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,0,0,0,59,"판매,업무시설",일반업무,기타 일반업무시설
2020-01-16 08:53,서울특별시,성북구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,기타(부주의),가구,"침대, 매트리스",0,0,0,180,주거,공동주택,아파트
2020-01-16 08:55,대구광역시,북구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자","콘센트, 스위치류",0,0,0,458,"판매,업무시설",일반업무,금융기관(농협 등)
2020-01-16 09:11,전라북도,진안군,"건축,구조물",화학적 발화열,화학반응열,화학적 요인,자연발화,기타,기타,0,0,0,540,산업시설,창고시설,기타 창고
2020-01-16 09:12,경기도,평택시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하",기타,기타,0,0,0,1474,산업시설,공장시설,금속기계 및 기구공업
2020-01-16 09:16,서울특별시,동작구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,가구,기타(가구),0,0,0,130,주거,공동주택,아파트
2020-01-16 09:31,전라북도,전주시완산구,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",종이,0,0,0,1156,"판매,업무시설",일반업무,일반회사
2020-01-16 09:40,인천광역시,남동구,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,가연물 근접방치,가구,"테이블, 의자",0,0,0,1171,산업시설,창고시설,"창고, 물품저장소"
2020-01-16 09:43,울산광역시,울주군,임야,"불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",건초,0,0,0,47,임야,들불,기타 들불
2020-01-16 09:47,대구광역시,북구,임야,"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,0,임야,들불,들판
2020-01-16 10:06,경상남도,산청군,기타(쓰레기 화재등),기타,기타,부주의,음식물 조리중,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,424,기타,야외,기타야외
2020-01-16 10:12,경기도,고양시덕양구,"건축,구조물","불꽃, 불티",비화,부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,70053,주거,기타주택,비닐하우스
2020-01-16 10:31,전라북도,김제시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,2410,기타서비스,기타건축물,기타 건축물
2020-01-16 10:47,충청남도,보령시,"건축,구조물",미상,미상,미상,미상,미상,미상,1,1,0,61507,주거,단독주택,단독주택
2020-01-16 10:47,서울특별시,관악구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,기타(부주의),기타,기타,0,0,0,484,주거,공동주택,다세대주택
2020-01-16 10:53,전라남도,보성군,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",0,0,0,93,기타,야외,쓰레기
2020-01-16 10:57,경기도,용인시기흥구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",0,0,0,1980,기타서비스,기타건축물,기타 건축물
2020-01-16 10:59,전라북도,정읍시,"건축,구조물",작동기기,기타(작동기기),기계적 요인,기타(기계적요인),식품,튀김유,0,0,0,964,생활서비스,음식점,중식
2020-01-16 11:19,충청북도,보은군,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,가연물 근접방치,"종이,목재,건초등","목재, 합판",0,0,0,11420,주거,단독주택,단독주택
2020-01-16 11:19,경기도,오산시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,400,집합시설,종교시설,기타 종교시설
2020-01-16 11:23,경기도,성남시중원구,"자동차,철도차량",작동기기,전기적 아크(단락),화학적 요인,화학적 폭발,"종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,3754,"자동차,철도차량",자동차,화물자동차
2020-01-16 11:36,경기도,안산시단원구,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,가연물 근접방치,가구,"테이블, 의자",0,0,0,18444,주거,기타주택,기타 주택
