연번,사망,부상,인명피해(명)소계,재산피해소계,화재발생년월일,시도,시군구,읍면동,화재유형,발화열원,발화열원소분류,발화요인대분류,발화요인소분류,최초착화물대분류,최초착화물소분류,장소대분류,장소중분류,장소소분류
2494,0,0,0,986,2017-01-20 14:37,경기도,포천시,영중면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","전기, 전자기기 케이스",산업시설,창고시설,기타 창고
2495,0,0,0,194,2017-01-20 14:39,경기도,성남시중원구,상대원동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,기타,야외,야적장
2496,0,0,0,47,2017-01-20 14:42,서울특별시,강남구,청담동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","전기, 전자기기 기판",생활서비스,음식점,"제과점,빵집,떡집(휴게)"
2497,0,0,0,391,2017-01-20 14:49,경기도,시흥시,과림동,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치","간판,차양막등","기타(간판,차양막등)",산업시설,작업장,기타 작업장
2498,0,0,0,275,2017-01-20 14:49,경상남도,창원시 성산구,사파동,"자동차,철도차량",작동기기,"불꽃, 스파크, 정전기",기계적 요인,정비불량,"자동차,철도차량,선박,항공기",오일류,"자동차,철도차량",자동차,화물자동차
2499,0,0,0,110,2017-01-20 14:56,충청남도,서산시,읍내동,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,기타,야외,기타야외
2500,0,0,0,86,2017-01-20 14:56,강원도,동해시,용정동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",기계적 요인,자동제어 실패,합성수지,"플라스틱, PVC, 비닐, 장판",주거,단독주택,단독주택
2501,0,0,0,4857,2017-01-20 15:11,대전광역시,동구,판암동,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",기계적 요인,"과열, 과부하",합성수지,기타(합성수지),운수자동차시설,자동차시설,"자동차검사장, 매매장, 부속상, 정비공장"
2502,0,0,0,9756,2017-01-20 15:11,서울특별시,관악구,신림동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,튀김유,주거,공동주택,아파트
2503,0,0,0,133,2017-01-20 15:14,경기도,김포시,통진읍,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,기타,야외,야적장
2504,0,0,0,35,2017-01-20 15:19,강원도,횡성군,횡성읍,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",주거,단독주택,단독주택
2505,0,0,0,148,2017-01-20 15:22,경기도,시흥시,능곡동,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",방화의심,방화의심,"종이,목재,건초등",종이,주거,공동주택,아파트
2506,0,0,0,55,2017-01-20 15:31,부산광역시,영도구,청학동,"선박,항공기","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마","종이,목재,건초등","목재, 합판","선박,항공기",선박,어선
2507,0,0,0,13126,2017-01-20 15:35,경기도,화성시,향남읍,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",주거,단독주택,단독주택
2508,0,0,0,9325,2017-01-20 15:39,충청남도,보령시,천북면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"간판,차양막등",플래카드,산업시설,창고시설,"창고, 물품저장소"
2509,0,0,0,43806,2017-01-20 15:55,충청북도,청주시서원구,현도면,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",위험물등,기타 제4류 위험물,산업시설,공장시설,그 밖의 공업
2510,0,0,0,3669,2017-01-20 16:04,부산광역시,사상구,삼락동,"건축,구조물",미상,미상,미상,미상,미상,미상,산업시설,작업장,공업사
2511,0,0,0,1650,2017-01-20 16:35,강원도,춘천시,동면,"자동차,철도차량","마찰, 전도, 복사","화염 전도,복사열",부주의,"불씨,불꽃,화원방치",미상,미상,"자동차,철도차량",자동차,"캠핑용 자동차,트레일러"
2512,0,0,0,6600,2017-01-20 16:38,경기도,안산시단원구,성곡동,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",교통사고,교통사고,"자동차,철도차량,선박,항공기",부품,"자동차,철도차량",건설기계,기타 건설기계
2513,0,1,1,45,2017-01-20 16:40,경상북도,경산시,압량면,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","기타(종이,목재,건초등)",기타,야외,쓰레기
2514,0,0,0,608,2017-01-20 16:40,전라남도,광양시,광양읍,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,집합시설,종교시설,교회
2515,0,0,0,500,2017-01-20 16:51,대구광역시,달서구,이곡동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",기계적 요인,"과열, 과부하",쓰레기류,분진,산업시설,공장시설,금속기계 및 기구공업
2516,0,0,0,317,2017-01-20 17:12,서울특별시,성북구,석관동,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",방화,방화,위험물등,가솔린,"판매,업무시설",판매시설,할인점(마트)
2517,0,0,0,101,2017-01-20 17:15,경상남도,하동군,옥종면,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,가연물 근접방치,"종이,목재,건초등",나무,주거,단독주택,단독주택
2518,0,0,0,11,2017-01-20 17:20,서울특별시,송파구,오금동,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",부주의,기타(부주의),"전기,전자","콘센트, 스위치류",주거,단독주택,단독주택
2519,0,0,0,9060,2017-01-20 17:46,전라남도,해남군,해남읍,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",주거,단독주택,단독주택
2520,0,0,0,1140,2017-01-20 18:20,서울특별시,성북구,하월곡동,"건축,구조물",미상,미상,미상,미상,"전기,전자","전기, 전자기기 케이스",주거,공동주택,아파트
2521,0,0,0,244,2017-01-20 19:03,강원도,양양군,강현면,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",기계적 요인,"과열, 과부하","종이,목재,건초등","목재, 합판",주거,단독주택,단독주택
2522,0,0,0,4273,2017-01-20 19:34,경기도,성남시분당구,이매동,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",주거,기타주택,비닐하우스
2523,0,0,0,536,2017-01-20 19:37,경기도,화성시,남양읍,"건축,구조물",작동기기,"기기 전도,복사열",부주의,기타(부주의),합성수지,"플라스틱, PVC, 비닐, 장판",주거,공동주택,다세대주택
2524,0,0,0,526,2017-01-20 19:44,전라남도,함평군,학교면,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,가연물 근접방치,"종이,목재,건초등","목재, 합판",주거,단독주택,단독주택
2525,0,0,0,10814,2017-01-20 19:56,대구광역시,달서구,대천동,"건축,구조물",미상,미상,미상,미상,미상,미상,산업시설,공장시설,석유공업
2526,0,0,0,5573,2017-01-20 19:57,충청남도,서산시,성연면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"종이,목재,건초등","목재, 합판",기타서비스,기타건축물,기타 건축물
2527,0,0,0,3630,2017-01-20 20:09,경기도,평택시,서탄면,"자동차,철도차량",작동기기,"불꽃, 스파크, 정전기",전기적 요인,접촉불량에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판","자동차,철도차량",자동차,승용자동차
2528,0,0,0,18,2017-01-20 20:18,대전광역시,서구,가수원동,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",부주의,쓰레기 소각,"종이,목재,건초등","목재, 합판",기타,야외,쓰레기
2529,0,0,0,778,2017-01-20 20:27,서울특별시,동대문구,용두동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,기타,야외,쓰레기
2530,0,0,0,12,2017-01-20 20:44,부산광역시,부산진구,개금동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,음식물 조리중,식품,음식물,주거,공동주택,아파트
2531,0,0,0,50,2017-01-20 21:01,경상남도,창원시 의창구,소답동,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",부주의,가연물 근접방치,"종이,목재,건초등","목재, 합판",기타,야외,공터
2532,0,0,0,198,2017-01-20 21:24,부산광역시,수영구,광안동,"자동차,철도차량",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하",합성수지,우레탄,"자동차,철도차량",자동차,버스
2533,0,0,0,92,2017-01-20 21:30,서울특별시,강동구,천호동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,주거,단독주택,다가구주택
2534,0,0,0,5,2017-01-20 22:17,서울특별시,강남구,삼성동,기타(쓰레기 화재등),작동기기,"불꽃, 스파크, 정전기",전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,기타,야외,공터
2535,0,0,0,0,2017-01-20 22:20,경상북도,상주시,외서면,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",기계적 요인,"과열, 과부하","종이,목재,건초등",나무,주거,단독주택,단독주택
2536,0,1,1,7,2017-01-20 22:29,울산광역시,동구,화정동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,음식물 조리중,식품,음식물,주거,단독주택,단독주택
2537,0,0,0,1530,2017-01-20 22:29,경상북도,구미시,송정동,"건축,구조물","담뱃불, 라이터불",촛불,부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",주거,공동주택,아파트
2538,0,0,0,300,2017-01-20 22:29,제주특별자치도,서귀포시,남원읍,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,산업시설,창고시설,기타 창고
2539,0,0,0,51,2017-01-20 22:31,강원도,원주시,태장동,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",전기적 요인,접촉불량에 의한 단락,"전기,전자","콘센트, 스위치류",교육시설,"연구,학원",예체능학원
2540,0,0,0,5303,2017-01-20 22:34,경기도,이천시,율면,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,가연물 근접방치,"종이,목재,건초등",종이,주거,단독주택,단독주택
2541,0,0,0,2122,2017-01-20 22:36,충청북도,영동군,용산면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","콘센트, 스위치류",주거,단독주택,단독주택
2542,0,0,0,1576,2017-01-20 22:40,경상북도,성주군,선남면,"건축,구조물","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,기타(기계적요인),기타,기타,산업시설,공장시설,금속기계 및 기구공업
2543,0,0,0,0,2017-01-20 22:50,충청남도,서산시,지곡면,"건축,구조물",작동기기,"기기 전도,복사열",전기적 요인,과부하/과전류,"침구,직물류","이불(베개,시트)",주거,공동주택,아파트
2544,0,0,0,0,2017-01-20 22:54,대구광역시,동구,방촌동,"건축,구조물",작동기기,기타(작동기기),부주의,기타(부주의),"종이,목재,건초등",종이,주거,단독주택,단독주택
2545,0,0,0,4972,2017-01-20 23:00,인천광역시,옹진군,덕적면,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치","종이,목재,건초등",나무,주거,단독주택,단독주택
2546,0,1,1,6399,2017-01-20 23:12,경상남도,양산시,원동면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,주거,단독주택,단독주택
2547,0,0,0,689,2017-01-20 23:45,경기도,용인시처인구,남동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",생활서비스,음식점,한식
2548,0,0,0,24247,2017-01-20 23:58,울산광역시,북구,시례동,"건축,구조물",미상,미상,미상,미상,미상,미상,주거,단독주택,단독주택
2549,0,0,0,7585,2017-01-21 01:27,경상남도,통영시,동호동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",생활서비스,음식점,한식
2550,0,0,0,6006,2017-01-21 01:47,충청남도,당진시,송악읍,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",방화,방화,합성수지,스티로폼,주거,공동주택,아파트
2551,0,0,0,110,2017-01-21 01:57,서울특별시,중랑구,망우동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,튀김유,생활서비스,음식점,호프집
2552,0,0,0,711,2017-01-21 02:19,전라남도,보성군,보성읍,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,주거,단독주택,단독주택
2553,0,0,0,6323,2017-01-21 02:32,경상남도,김해시,외동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,튀김유,생활서비스,위락시설,유흥주점
2554,0,0,0,3300,2017-01-21 02:42,부산광역시,해운대구,우동,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"자동차,철도차량,선박,항공기",전기배선,"자동차,철도차량",자동차,소형 승합차
2555,0,0,0,88266,2017-01-21 04:02,경기도,화성시,향남읍,"건축,구조물",미상,미상,전기적 요인,기타(전기적요인),미상,미상,산업시설,공장시설,그 밖의 공업
2556,0,0,0,168,2017-01-21 04:41,광주광역시,남구,진월동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,주거,공동주택,아파트
2557,0,0,0,1118,2017-01-21 05:00,전라북도,정읍시,부전동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",기타서비스,기타건축물,공중화장실
2558,0,0,0,11,2017-01-21 05:08,서울특별시,종로구,명륜1가,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,기타,야외,쓰레기
2559,0,0,0,967,2017-01-21 05:24,강원도,영월군,영월읍,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",생활서비스,음식점,한식
2560,0,0,0,97,2017-01-21 06:08,울산광역시,동구,화정동,기타(쓰레기 화재등),"불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",기타,야외,쓰레기
2561,0,0,0,14673,2017-01-21 06:31,전라남도,여수시,소라면,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",방화,방화,위험물등,가솔린,주거,단독주택,단독주택
2562,0,0,0,1666,2017-01-21 06:44,인천광역시,옹진군,북도면,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",전기적 요인,기타(전기적요인),"종이,목재,건초등","목재, 합판",주거,단독주택,단독주택
2563,0,0,0,440,2017-01-21 06:44,서울특별시,강남구,역삼동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자","전기, 전자기기 기판","판매,업무시설",일반업무,일반회사
2564,0,0,0,143,2017-01-21 06:51,충청북도,청주시청원구,내수읍,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,"과열, 과부하",위험물등,기계유,"자동차,철도차량",건설기계,기타 건설기계
2565,0,0,0,2161,2017-01-21 07:16,부산광역시,강서구,강동동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",산업시설,동식물시설,농예용 온실
2566,0,1,1,33,2017-01-21 07:27,경기도,부천시,도당동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,기타,기타,기타,야외,기타야외
2567,0,0,0,12,2017-01-21 07:45,경상북도,김천시,양천동,"건축,구조물",기타,기타,부주의,가연물 근접방치,기타,기타,주거,단독주택,단독주택
2568,0,0,0,77780,2017-01-21 07:47,충청북도,진천군,문백면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,산업시설,공장시설,그 밖의 공업
2569,0,0,0,28485,2017-01-21 08:17,제주특별자치도,제주시,연동,"건축,구조물",미상,미상,미상,미상,미상,미상,주거,공동주택,주상복합아파트
2570,0,0,0,4856,2017-01-21 08:25,충청남도,논산시,성동면,"건축,구조물",미상,미상,미상,미상,미상,미상,산업시설,동식물시설,기타 동식물시설
2571,0,0,0,25,2017-01-21 08:33,경기도,안산시단원구,선감동,기타(쓰레기 화재등),"불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치",쓰레기류,분진,기타,야외,기타야외
2572,0,0,0,0,2017-01-21 08:39,경기도,안성시,공도읍,기타(쓰레기 화재등),화학적 발화열,화학반응열,화학적 요인,자연발화,쓰레기류,쓰레기,기타,야외,기타야외
2573,0,0,0,47139,2017-01-21 08:52,서울특별시,구로구,구로동,"건축,구조물",미상,미상,미상,미상,미상,미상,"판매,업무시설",일반업무,일반빌딩
2574,0,0,0,0,2017-01-21 09:08,부산광역시,기장군,기장읍,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,"판매,업무시설",숙박시설,콘도미니엄
2575,0,0,0,1375,2017-01-21 09:26,경상북도,영천시,야사동,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"자동차,철도차량,선박,항공기",전기배선,"자동차,철도차량",자동차,승용자동차
2576,0,1,1,2616,2017-01-21 09:37,서울특별시,강남구,역삼동,"건축,구조물",화학적 발화열,화학반응열,부주의,음식물 조리중,식품,튀김유,생활서비스,음식점,한식
2577,0,0,0,396,2017-01-21 09:56,경상남도,양산시,소주동,기타(쓰레기 화재등),"마찰, 전도, 복사","화염 전도,복사열",기계적 요인,"과열, 과부하","간판,차양막등",차양막,기타,야외,공터
2578,0,0,0,804,2017-01-21 10:05,경상북도,구미시,산동면,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,가연물 근접방치,"종이,목재,건초등","목재, 합판",산업시설,공장시설,제재 및 목공업
2579,0,0,0,157,2017-01-21 10:23,전라남도,해남군,북평면,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,"불씨,불꽃,화원방치",합성수지,"플라스틱, PVC, 비닐, 장판",기타,야외,기타야외
2580,0,0,0,9160,2017-01-21 10:33,전라남도,보성군,복내면,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",주거,단독주택,단독주택
2581,0,0,0,66257,2017-01-21 10:54,부산광역시,사상구,학장동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,가연물 근접방치,가구,소파,산업시설,작업장,공업사
2582,0,0,0,0,2017-01-21 11:01,부산광역시,금정구,장전동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",기타,야외,기타야외
2583,0,0,0,94234,2017-01-21 11:04,전라북도,완주군,소양면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자",전선피복,산업시설,동식물시설,돈사
2584,0,0,0,1314,2017-01-21 11:25,서울특별시,용산구,동자동,"건축,구조물",미상,미상,미상,미상,합성수지,"플라스틱, PVC, 비닐, 장판",생활서비스,음식점,"치킨,족발"
2585,0,1,1,22392,2017-01-21 11:35,경기도,안양시동안구,평촌동,"건축,구조물","담뱃불, 라이터불",촛불,부주의,기타(부주의),"종이,목재,건초등",종이,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당)
2586,0,0,0,501,2017-01-21 11:42,경기도,안성시,양성면,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,가연물 근접방치,쓰레기류,쓰레기,산업시설,창고시설,"창고, 물품저장소"
2587,0,0,0,0,2017-01-21 11:49,대구광역시,북구,대현동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,음식물 조리중,식품,음식물,주거,단독주택,단독주택
2588,0,0,0,251,2017-01-21 11:51,충청북도,진천군,덕산면,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",주거,단독주택,단독주택
2589,0,0,0,1087,2017-01-21 11:53,부산광역시,기장군,정관읍,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전선피복,집합시설,종교시설,사찰
2590,0,0,0,105,2017-01-21 12:07,경기도,동두천시,송내동,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",전기적 요인,트래킹에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",주거,단독주택,단독주택
2591,0,0,0,327,2017-01-21 12:13,경기도,용인시기흥구,중동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,합성수지,스티로폼,"판매,업무시설",판매시설,상가빌딩
2592,0,0,0,2072,2017-01-21 12:17,전라남도,곡성군,곡성읍,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,기타서비스,기타건축물,기타 건축물
2593,0,0,0,5214,2017-01-21 12:33,경상남도,의령군,의령읍,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,기타(부주의),합성수지,스티로폼,주거,단독주택,단독주택
2594,0,0,0,53,2017-01-21 12:43,충청남도,천안시동남구,병천면,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,튀김유,생활서비스,음식점,"커피숍,다방,카페"
2595,0,0,0,4566,2017-01-21 12:44,충청남도,천안시서북구,입장면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,주거,공동주택,아파트
2596,0,0,0,136,2017-01-21 12:51,경상남도,진주시,충무공동,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마","간판,차양막등",차양막,"판매,업무시설",숙박시설,호텔
2597,0,0,0,354,2017-01-21 12:58,충청북도,보은군,수한면,"건축,구조물",작동기기,"기기 전도,복사열",기계적 요인,"오일,연료누설",위험물등,등유,주거,단독주택,단독주택
2598,0,0,0,3790,2017-01-21 13:10,부산광역시,금정구,구서동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,음식물 조리중,식품,튀김유,생활서비스,음식점,중식
2599,0,0,0,31240,2017-01-21 13:12,경기도,평택시,청북면,"자동차,철도차량",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",오일류,"자동차,철도차량",자동차,화물자동차
2600,0,0,0,2623,2017-01-21 13:15,경기도,양평군,양평읍,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,기타(부주의),"종이,목재,건초등","목재, 합판",주거,기타주택,컨테이너(주거용)
2601,0,0,0,17600,2017-01-21 13:34,경상북도,상주시,화남면,"자동차,철도차량","마찰, 전도, 복사","화염 전도,복사열",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",오일류,"자동차,철도차량",자동차,특수자동차
2602,0,0,0,216,2017-01-21 13:34,서울특별시,강북구,미아동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,주거,단독주택,다가구주택
2603,0,0,0,13605,2017-01-21 13:45,경기도,가평군,가평읍,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,기계적 요인,"과열, 과부하","종이,목재,건초등","목재, 합판",주거,단독주택,단독주택
2604,0,0,0,184,2017-01-21 14:01,경기도,수원시장안구,조원동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","콘센트, 스위치류",집합시설,운동시설,운동장
2605,0,0,0,865,2017-01-21 14:08,경기도,과천시,갈현동,"건축,구조물",미상,미상,미상,미상,미상,미상,"판매,업무시설",일반업무,일반빌딩
2606,0,1,1,17171,2017-01-21 14:16,경상북도,예천군,예천읍,"건축,구조물",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하",가구,"침대, 매트리스",주거,단독주택,단독주택
2607,0,0,0,354,2017-01-21 14:23,경기도,군포시,당정동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,반단선,"전기,전자",전선피복,산업시설,공장시설,방직공업
2608,0,0,0,5155,2017-01-21 14:31,경기도,부천시,심곡동,"건축,구조물",작동기기,기타(작동기기),부주의,가연물 근접방치,"침구,직물류","이불(베개,시트)",주거,단독주택,다가구주택
2609,0,0,0,1895,2017-01-21 14:38,울산광역시,울주군,범서읍,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,주거,공동주택,아파트
2610,0,0,0,0,2017-01-21 14:44,세종특별자치시,세종,조치원읍,기타(쓰레기 화재등),"불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",쓰레기류,분진,기타,야외,기타야외
2611,0,0,0,490,2017-01-21 14:48,부산광역시,서구,서대신동3가,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",부주의,불장난,합성수지,스티로폼,산업시설,창고시설,기타 창고
2612,0,0,0,3300,2017-01-21 14:48,경상남도,창원시 마산합포구,진동면,"자동차,철도차량",미상,미상,미상,미상,미상,미상,"자동차,철도차량",자동차,승용자동차
2613,0,0,0,39994,2017-01-21 14:49,충청남도,금산군,군북면,"건축,구조물",미상,미상,미상,미상,미상,미상,주거,단독주택,단독주택
2614,0,0,0,110,2017-01-21 14:51,전라북도,군산시,나운동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"누전,지락","전기,전자",전선피복,주거,공동주택,아파트
2615,0,0,0,2649,2017-01-21 15:07,경기도,화성시,향남읍,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","콘센트, 스위치류",산업시설,공장시설,그 밖의 공업
2616,0,0,0,103,2017-01-21 15:08,서울특별시,송파구,풍납동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",주거,단독주택,다가구주택
2617,0,0,0,1791,2017-01-21 15:13,경기도,광명시,하안동,"건축,구조물",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하","침구,직물류","이불(베개,시트)",주거,공동주택,아파트
2618,0,0,0,951,2017-01-21 15:19,충청북도,충주시,중앙탑면,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,산업시설,창고시설,"냉장, 냉동창고"
2619,0,0,0,21800,2017-01-21 15:27,충청남도,예산군,대흥면,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,가연물 근접방치,"종이,목재,건초등",나무,주거,단독주택,단독주택
2620,0,0,0,0,2017-01-21 15:47,경상남도,밀양시,삼문동,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",부주의,쓰레기 소각,쓰레기류,쓰레기,기타,야외,쓰레기
2621,0,0,0,13504,2017-01-21 16:15,경기도,남양주시,화도읍,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,가연물 근접방치,합성수지,스티로폼,주거,기타주택,비닐하우스
2622,0,0,0,682,2017-01-21 16:23,경상북도,고령군,고령읍,"자동차,철도차량","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,"자동차,철도차량",자동차,화물자동차
